customer_id,first_name,last_name,email,phone,gender,date_of_birth,city,state,country,customer_segment,signup_date,created_date,updated_date
3941,Preethi,Shetty,preethi.shetty570@yahoo.com,8397098878,Female,2001-09-24,Kochi,Kerala,India,Silver,2022-09-26,2022-09-26,2022-09-26
3942,Priya,Mehta,priya.mehta7825@gmail.com,7897665995,Female,1997-01-26,Thiruvananthapuram,Kerala,India,Platinum,2024-08-04,2024-08-04,2024-08-04
3943,Bhanu,Joshi,bhanu.joshi1577@outlook.com,6083889496,Male,1957-07-11,Kolkata,West Bengal,India,Silver,2026-01-07,2026-01-07,2026-01-07
3944,Pradeep,Shetty,pradeep.shetty1704@yahoo.com,7746552763,Male,1997-02-16,Warangal,Telangana,India,Platinum,2025-05-07,2025-05-07,2025-05-07
3945,Pallavi,Shetty,pallavi.shetty7575@hotmail.com,9885436455,Female,1958-08-14,Bangalore,Karnataka,India,Silver,2023-09-27,2023-09-27,2023-09-27
3946,Ayesha,Reddy,ayesha.reddy7197@gmail.com,7439202959,Female,2001-11-10,Surat,Gujarat,India,Gold,2023-04-18,2023-04-18,2023-04-18
3947,Tejaswini,Singh,tejaswini.singh9998@hotmail.com,8989884486,Female,1977-05-16,Mangalore,Karnataka,India,Platinum,2023-05-19,2023-05-19,2023-05-19
3948,Pragya,Iyer,pragya.iyer4572@gmail.com,8298165364,Female,2004-05-02,Hyderabad,Telangana,India,Platinum,2023-06-11,2023-06-11,2023-06-11
3949,Jagadeesh,Shetty,jagadeesh.shetty3296@outlook.com,8590801126,Male,1999-09-05,Bhopal,Madhya Pradesh,India,Gold,2022-07-30,2022-07-30,2022-07-30
3950,Chandra,Patel,chandra.patel7325@outlook.com,9083808654,Male,2008-05-24,Varanasi,Uttar Pradesh,India,Silver,2025-10-01,2025-10-01,2025-10-01
3951,Madhuri,Kapoor,madhuri.kapoor799@hotmail.com,8199010012,Female,1998-09-27,Lucknow,Uttar Pradesh,India,Silver,2025-08-13,2025-08-13,2025-08-13
3952,Amit,Iyer,amit.iyer491@outlook.com,7102848648,Male,1992-02-15,Ahmedabad,Gujarat,India,Gold,2026-04-04,2026-04-04,2026-04-04
3953,Tanya,Shetty,tanya.shetty5842@gmail.com,8552985252,Female,1960-11-22,Udaipur,Rajasthan,India,Silver,2022-07-01,2022-07-01,2022-07-01
3954,Ritu,Patel,ritu.patel9920@hotmail.com,8357180420,Female,2007-11-04,Kanpur,Uttar Pradesh,India,Silver,2026-01-07,2026-01-07,2026-01-07
3955,Meera,Jain,meera.jain3738@gmail.com,7801231075,Female,1991-09-16,Thiruvananthapuram,Kerala,India,Platinum,2023-08-20,2023-08-20,2023-08-20
3956,Zara,Patel,zara.patel4146@yahoo.com,8563800371,Female,1999-09-18,Salem,Tamil Nadu,India,Platinum,2025-12-02,2025-12-02,2025-12-02
3957,Ramesh,Shetty,ramesh.shetty325@gmail.com,6849487157,Male,1971-03-06,Mysore,Karnataka,India,Bronze,2024-06-04,2024-06-04,2024-06-04
3958,Kiran,Rao,kiran.rao3885@yahoo.com,7776890221,Male,1961-01-02,Chennai,Tamil Nadu,India,Gold,2024-05-07,2024-05-07,2024-05-07
3959,Ranjith,Kulkarni,ranjith.kulkarni5657@outlook.com,7431834736,Male,1974-12-25,Nashik,Maharashtra,India,Silver,2023-05-08,2023-05-08,2023-05-08
3960,Uma,Rao,uma.rao1336@outlook.com,7294666277,Female,1979-09-06,Madurai,Tamil Nadu,India,Gold,2022-08-17,2022-08-17,2022-08-17
3961,Vivek,Reddy,vivek.reddy2348@outlook.com,6895145664,Male,1999-11-01,Aurangabad,Maharashtra,India,Silver,2024-10-04,2024-10-04,2024-10-04
3962,Mohan,Shetty,mohan.shetty7859@hotmail.com,8597421177,Male,1998-03-30,Varanasi,Uttar Pradesh,India,Bronze,2022-10-19,2022-10-19,2022-10-19
3963,Rishi,Iyer,rishi.iyer8216@hotmail.com,8333863378,Male,1960-03-18,New Delhi,Delhi,India,Platinum,2024-03-02,2024-03-02,2024-03-02
3964,Pooja,Iyer,pooja.iyer9753@gmail.com,9226068486,Female,1974-09-05,Madurai,Tamil Nadu,India,Platinum,2025-08-26,2025-08-26,2025-08-26
3965,Vaishnavi,Pandey,vaishnavi.pandey6339@yahoo.com,6863750656,Female,1977-07-15,Coimbatore,Tamil Nadu,India,Platinum,2025-12-05,2025-12-05,2025-12-05
3966,Navya,Kulkarni,navya.kulkarni8061@gmail.com,6846777712,Female,1980-04-15,Mysore,Karnataka,India,Platinum,2025-07-13,2025-07-13,2025-07-13
3967,Harika,Bhat,harika.bhat2055@outlook.com,9131773297,Female,2004-05-27,Madurai,Tamil Nadu,India,Platinum,2023-06-14,2023-06-14,2023-06-14
3968,Latha,Pillai,latha.pillai4774@outlook.com,6649374922,Female,1975-03-22,New Delhi,Delhi,India,Platinum,2026-03-17,2026-03-17,2026-03-17
3969,Jyothi,Kulkarni,jyothi.kulkarni9788@outlook.com,8055813819,Female,1975-08-21,Ranchi,Jharkhand,India,Silver,2023-02-11,2023-02-11,2023-02-11
3970,Priya,Iyer,priya.iyer7575@outlook.com,6740950804,Female,1985-12-03,Vadodara,Gujarat,India,Gold,2022-07-03,2022-07-03,2022-07-03
3971,Bindu,Mehta,bindu.mehta1682@hotmail.com,9076825862,Female,2006-04-18,Varanasi,Uttar Pradesh,India,Bronze,2026-02-10,2026-02-10,2026-02-10
3972,Zara,Sharma,zara.sharma1352@gmail.com,8107167767,Female,2008-04-15,Bhubaneswar,Odisha,India,Platinum,2023-09-12,2023-09-12,2023-09-12
3973,Karthik,Singh,karthik.singh825@gmail.com,9850725837,Male,1960-03-08,Vadodara,Gujarat,India,Silver,2026-05-13,2026-05-13,2026-05-13
3974,Pragya,Kumar,pragya.kumar620@outlook.com,6979701292,Female,1980-02-10,Warangal,Telangana,India,Bronze,2023-10-23,2023-10-23,2023-10-23
3975,Zara,Joshi,zara.joshi7551@hotmail.com,7296694387,Female,1992-07-09,Vijayawada,Andhra Pradesh,India,Gold,2024-11-30,2024-11-30,2024-11-30
3976,Ayaan,Shetty,ayaan.shetty4857@outlook.com,8228651677,Male,1974-06-17,Kanpur,Uttar Pradesh,India,Gold,2024-08-31,2024-08-31,2024-08-31
3977,Rashmi,Yadav,rashmi.yadav9877@hotmail.com,6784701373,Female,2006-03-31,Indore,Madhya Pradesh,India,Silver,2022-11-14,2022-11-14,2022-11-14
3978,Bhanu,Singh,bhanu.singh7825@hotmail.com,9195545426,Male,1972-12-28,Hubli,Karnataka,India,Gold,2023-08-16,2023-08-16,2023-08-16
3979,Ayesha,Yadav,ayesha.yadav3051@hotmail.com,8079941455,Female,1989-08-19,Bangalore,Karnataka,India,Gold,2023-11-10,2023-11-10,2023-11-10
3980,Rishi,Mehta,rishi.mehta6984@outlook.com,7748901672,Male,1996-12-10,Vijayawada,Andhra Pradesh,India,Silver,2024-07-26,2024-07-26,2024-07-26
3981,Ranjith,Singh,ranjith.singh9578@yahoo.com,7861697056,Male,1975-09-12,Kanpur,Uttar Pradesh,India,Platinum,2025-08-14,2025-08-14,2025-08-14
3982,Raghav,Joshi,raghav.joshi5848@gmail.com,8631780264,Male,1960-05-25,Ranchi,Jharkhand,India,Gold,2024-06-09,2024-06-09,2024-06-09
3983,Pooja,Sharma,pooja.sharma2175@hotmail.com,6123164253,Female,1956-08-01,Mangalore,Karnataka,India,Bronze,2024-07-06,2024-07-06,2024-07-06
3984,Pradeep,Jain,pradeep.jain6112@outlook.com,7275102970,Male,1978-12-26,Mumbai,Maharashtra,India,Platinum,2025-12-16,2025-12-16,2025-12-16
3985,Lakshmi,Kapoor,lakshmi.kapoor3823@hotmail.com,7230931213,Female,1980-06-20,Bhubaneswar,Odisha,India,Silver,2026-01-26,2026-01-26,2026-01-26
3986,Komal,Kulkarni,komal.kulkarni1358@hotmail.com,6450360838,Female,1986-03-26,Pune,Maharashtra,India,Silver,2025-12-06,2025-12-06,2025-12-06
3987,Rashmi,Nair,rashmi.nair6145@gmail.com,7784816203,Female,1987-02-09,Aurangabad,Maharashtra,India,Bronze,2025-05-31,2025-05-31,2025-05-31
3988,Pooja,Reddy,pooja.reddy1771@hotmail.com,9425607507,Female,1966-05-30,Vijayawada,Andhra Pradesh,India,Bronze,2025-06-13,2025-06-13,2025-06-13
3989,Mounika,Das,mounika.das8953@gmail.com,8078712768,Female,1970-12-26,Bangalore,Karnataka,India,Silver,2024-10-05,2024-10-05,2024-10-05
3990,Ananya,Yadav,ananya.yadav1268@gmail.com,6929935304,Female,1961-03-27,Warangal,Telangana,India,Bronze,2025-01-30,2025-01-30,2025-01-30
3991,Priya,Singh,priya.singh7562@hotmail.com,8553536748,Female,1970-05-11,Salem,Tamil Nadu,India,Platinum,2025-07-13,2025-07-13,2025-07-13
3992,Chandana,Mishra,chandana.mishra3486@outlook.com,8048669924,Female,2002-04-01,Nashik,Maharashtra,India,Gold,2022-10-27,2022-10-27,2022-10-27
3993,Murali,Iyer,murali.iyer1351@outlook.com,7681790112,Male,1979-06-11,Coimbatore,Tamil Nadu,India,Bronze,2022-11-28,2022-11-28,2022-11-28
3994,Shruti,Singh,shruti.singh9428@outlook.com,7815259076,Female,1968-11-19,Delhi,Delhi,India,Silver,2026-06-10,2026-06-10,2026-06-10
3995,Kalyani,Sharma,kalyani.sharma9876@yahoo.com,8054949929,Female,1960-12-25,Visakhapatnam,Andhra Pradesh,India,Bronze,2022-08-10,2022-08-10,2022-08-10
3996,Ranjith,Reddy,ranjith.reddy6701@gmail.com,6244626836,Male,1971-11-05,Mumbai,Maharashtra,India,Gold,2026-03-18,2026-03-18,2026-03-18
3997,Ranjith,Kapoor,ranjith.kapoor2570@hotmail.com,8714661665,Male,1989-08-24,Salem,Tamil Nadu,India,Silver,2022-07-01,2022-07-01,2022-07-01
3998,Sneha,Pandey,sneha.pandey7498@outlook.com,9399406586,Female,1980-07-23,Mumbai,Maharashtra,India,Bronze,2022-12-18,2022-12-18,2022-12-18
3999,Swathi,Nair,swathi.nair7459@hotmail.com,6884591766,Female,2008-03-12,Madurai,Tamil Nadu,India,Bronze,2022-07-22,2022-07-22,2022-07-22
4000,Pranav,Shetty,pranav.shetty6465@hotmail.com,9429310701,Male,1989-07-11,Patna,Bihar,India,Platinum,2025-05-29,2025-05-29,2025-05-29
4001,Anupama,Choudhary,anupama.choudhary9579@hotmail.com,6087440783,Female,1966-09-27,Kolkata,West Bengal,India,Bronze,2024-03-22,2024-03-22,2024-03-22
4002,Nandini,Patel,nandini.patel4335@hotmail.com,6665019379,Female,1965-03-25,Nagpur,Maharashtra,India,Platinum,2026-03-16,2026-03-16,2026-03-16
4003,Surya,Nair,surya.nair3349@yahoo.com,7783168461,Male,1964-05-19,Ahmedabad,Gujarat,India,Gold,2024-01-07,2024-01-07,2024-01-07
4004,Madhav,Pillai,madhav.pillai5710@hotmail.com,9046738079,Male,1974-02-10,Chennai,Tamil Nadu,India,Silver,2024-09-24,2024-09-24,2024-09-24
4005,Tejaswini,Mishra,tejaswini.mishra2624@yahoo.com,6314271373,Female,1989-03-09,Kanpur,Uttar Pradesh,India,Silver,2026-02-02,2026-02-02,2026-02-02
4006,Varun,Shetty,varun.shetty1884@hotmail.com,8630424947,Male,1991-04-15,Bhopal,Madhya Pradesh,India,Bronze,2024-01-02,2024-01-02,2024-01-02
4007,Kunal,Joshi,kunal.joshi5562@hotmail.com,6727897099,Male,2006-07-30,Hubli,Karnataka,India,Silver,2022-12-25,2022-12-25,2022-12-25
4008,Ishita,Jain,ishita.jain7037@outlook.com,7594659730,Female,2007-07-01,Aurangabad,Maharashtra,India,Silver,2024-12-09,2024-12-09,2024-12-09
4009,Madhavi,Kulkarni,madhavi.kulkarni8054@gmail.com,9445050175,Female,1979-06-01,Kochi,Kerala,India,Gold,2022-12-15,2022-12-15,2022-12-15
4010,Sangeetha,Kapoor,sangeetha.kapoor2113@hotmail.com,6884864711,Female,1984-03-04,Bhopal,Madhya Pradesh,India,Silver,2025-10-01,2025-10-01,2025-10-01
4011,Ishita,Jain,ishita.jain7858@gmail.com,8282854609,Female,2007-02-12,New Delhi,Delhi,India,Platinum,2024-09-18,2024-09-18,2024-09-18
4012,Rohit,Rao,rohit.rao3259@outlook.com,6145802618,Male,1968-05-23,Chennai,Tamil Nadu,India,Silver,2024-04-18,2024-04-18,2024-04-18
4013,Rekha,Kulkarni,rekha.kulkarni518@outlook.com,7310976765,Female,1989-03-05,Ranchi,Jharkhand,India,Bronze,2026-06-03,2026-06-03,2026-06-03
4014,Arnav,Kulkarni,arnav.kulkarni575@outlook.com,8450559433,Male,1969-07-03,Aurangabad,Maharashtra,India,Gold,2025-08-25,2025-08-25,2025-08-25
4015,Vaishnavi,Iyer,vaishnavi.iyer968@gmail.com,8108582592,Female,1984-08-07,Patna,Bihar,India,Bronze,2024-10-16,2024-10-16,2024-10-16
4016,Chandra,Jain,chandra.jain7427@yahoo.com,7973953007,Male,1981-10-26,Madurai,Tamil Nadu,India,Platinum,2023-05-14,2023-05-14,2023-05-14
4017,Indu,Das,indu.das1396@outlook.com,8513392514,Female,1968-04-29,Lucknow,Uttar Pradesh,India,Platinum,2024-11-01,2024-11-01,2024-11-01
4018,Murali,Patel,murali.patel2528@outlook.com,9364523516,Male,1991-12-28,Madurai,Tamil Nadu,India,Silver,2026-03-27,2026-03-27,2026-03-27
4019,Balaji,Mehta,balaji.mehta5790@gmail.com,8713588039,Male,1981-04-14,Kochi,Kerala,India,Gold,2023-07-06,2023-07-06,2023-07-06
4020,Kalyani,Rao,kalyani.rao3920@yahoo.com,8845364129,Female,1986-04-21,Thiruvananthapuram,Kerala,India,Bronze,2025-10-09,2025-10-09,2025-10-09
4021,Nikhil,Das,nikhil.das2905@yahoo.com,6583740089,Male,1994-03-07,Bangalore,Karnataka,India,Bronze,2026-03-28,2026-03-28,2026-03-28
4022,Gokul,Patel,gokul.patel9689@outlook.com,6074915451,Male,1970-09-29,Vijayawada,Andhra Pradesh,India,Gold,2024-07-12,2024-07-12,2024-07-12
4023,Swathi,Patel,swathi.patel5461@outlook.com,7008369811,Female,1995-11-30,Bhopal,Madhya Pradesh,India,Gold,2025-04-16,2025-04-16,2025-04-16
4024,Sai,Kumar,sai.kumar3688@outlook.com,9193903627,Male,1989-08-25,Kochi,Kerala,India,Bronze,2025-03-18,2025-03-18,2025-03-18
4025,Harini,Kulkarni,harini.kulkarni552@yahoo.com,8406183802,Female,1961-03-20,Ahmedabad,Gujarat,India,Gold,2024-05-31,2024-05-31,2024-05-31
4026,Jyothi,Kulkarni,jyothi.kulkarni6507@hotmail.com,7120407481,Female,1983-06-24,Ranchi,Jharkhand,India,Bronze,2023-06-21,2023-06-21,2023-06-21
4027,Tanya,Jain,tanya.jain9145@gmail.com,6182742255,Female,1960-05-08,Indore,Madhya Pradesh,India,Gold,2025-11-11,2025-11-11,2025-11-11
4028,Rekha,Verma,rekha.verma2328@gmail.com,7824123821,Female,2001-12-16,Delhi,Delhi,India,Platinum,2025-07-28,2025-07-28,2025-07-28
4029,Ananya,Jain,ananya.jain8269@hotmail.com,6510828692,Female,1981-08-06,Pune,Maharashtra,India,Bronze,2025-07-04,2025-07-04,2025-07-04
4030,Sangeetha,Nair,sangeetha.nair711@outlook.com,8810687179,Female,1984-07-06,Mangalore,Karnataka,India,Gold,2023-11-20,2023-11-20,2023-11-20
4031,Anupama,Nair,anupama.nair8560@yahoo.com,9547831431,Female,1963-01-19,Surat,Gujarat,India,Silver,2025-06-13,2025-06-13,2025-06-13
4032,Zara,Singh,zara.singh6672@gmail.com,6870586064,Female,1985-02-15,Ahmedabad,Gujarat,India,Bronze,2026-05-30,2026-05-30,2026-05-30
4033,Nazia,Singh,nazia.singh3527@hotmail.com,8840430606,Female,1975-06-19,Bhubaneswar,Odisha,India,Silver,2025-08-03,2025-08-03,2025-08-03
4034,Trisha,Iyer,trisha.iyer4083@outlook.com,8025068569,Female,1971-08-01,Bangalore,Karnataka,India,Gold,2022-09-28,2022-09-28,2022-09-28
4035,Pallavi,Kulkarni,pallavi.kulkarni9970@hotmail.com,7375453945,Female,1976-03-01,Jaipur,Rajasthan,India,Bronze,2025-02-13,2025-02-13,2025-02-13
4036,Kavya,Sharma,kavya.sharma5835@yahoo.com,8758300914,Female,1964-02-27,Ahmedabad,Gujarat,India,Gold,2024-05-15,2024-05-15,2024-05-15
4037,Kavya,Bhat,kavya.bhat5934@outlook.com,8331617106,Female,1995-07-02,Mumbai,Maharashtra,India,Silver,2024-08-31,2024-08-31,2024-08-31
4038,Ananya,Agarwal,ananya.agarwal5485@yahoo.com,9080260818,Female,1960-12-13,Coimbatore,Tamil Nadu,India,Platinum,2024-02-19,2024-02-19,2024-02-19
4039,Kavya,Kulkarni,kavya.kulkarni3582@gmail.com,7466914572,Female,1980-01-09,Madurai,Tamil Nadu,India,Platinum,2025-12-03,2025-12-03,2025-12-03
4040,Imran,Sharma,imran.sharma8146@gmail.com,6342545132,Male,1959-08-16,Howrah,West Bengal,India,Gold,2024-09-04,2024-09-04,2024-09-04
4041,Madhuri,Nair,madhuri.nair3642@gmail.com,8135380835,Female,1965-02-21,Patna,Bihar,India,Bronze,2025-08-29,2025-08-29,2025-08-29
4042,Harsha,Kumar,harsha.kumar8779@gmail.com,6360744068,Male,1958-02-06,Surat,Gujarat,India,Gold,2026-04-07,2026-04-07,2026-04-07
4043,Ashwin,Agarwal,ashwin.agarwal2685@outlook.com,8360428655,Male,1984-07-30,Bangalore,Karnataka,India,Silver,2026-04-15,2026-04-15,2026-04-15
4044,Sandeep,Pandey,sandeep.pandey5983@hotmail.com,7375888015,Male,1992-06-09,Patna,Bihar,India,Bronze,2024-06-10,2024-06-10,2024-06-10
4045,Amrutha,Shetty,amrutha.shetty7431@yahoo.com,6472973453,Female,1961-12-06,Hyderabad,Telangana,India,Bronze,2025-02-16,2025-02-16,2025-02-16
4046,Zubair,Bhat,zubair.bhat7074@hotmail.com,7722351108,Male,1995-06-13,Kolkata,West Bengal,India,Silver,2024-07-22,2024-07-22,2024-07-22
4047,Aishwarya,Mishra,aishwarya.mishra4721@outlook.com,7752674715,Female,1965-10-06,Bhubaneswar,Odisha,India,Platinum,2025-04-15,2025-04-15,2025-04-15
4048,Murali,Agarwal,murali.agarwal3133@gmail.com,9918682749,Male,1986-11-03,Nagpur,Maharashtra,India,Platinum,2026-04-21,2026-04-21,2026-04-21
4049,Ritika,Gupta,ritika.gupta256@yahoo.com,7768223098,Female,2006-11-07,Howrah,West Bengal,India,Gold,2022-09-26,2022-09-26,2022-09-26
4050,Pavan,Iyer,pavan.iyer1889@gmail.com,6977910220,Male,1991-05-13,Ahmedabad,Gujarat,India,Silver,2023-12-24,2023-12-24,2023-12-24
4051,Anusha,Mishra,anusha.mishra5168@gmail.com,7341534307,Female,1969-04-15,Udaipur,Rajasthan,India,Gold,2022-09-07,2022-09-07,2022-09-07
4052,Rohit,Kulkarni,rohit.kulkarni9567@yahoo.com,9882288119,Male,1980-07-19,Thiruvananthapuram,Kerala,India,Silver,2026-03-26,2026-03-26,2026-03-26
4053,Sandeep,Das,sandeep.das821@outlook.com,7095963658,Male,1959-12-26,Cuttack,Odisha,India,Platinum,2026-01-08,2026-01-08,2026-01-08
4054,Farah,Agarwal,farah.agarwal4941@yahoo.com,6614934991,Female,1998-05-26,Kochi,Kerala,India,Bronze,2022-11-08,2022-11-08,2022-11-08
4055,Kavya,Kapoor,kavya.kapoor8748@yahoo.com,6700129486,Female,1980-06-26,Surat,Gujarat,India,Bronze,2025-05-21,2025-05-21,2025-05-21
4056,Jagadeesh,Choudhary,jagadeesh.choudhary237@gmail.com,9690616843,Male,1962-09-15,Nagpur,Maharashtra,India,Bronze,2025-01-17,2025-01-17,2025-01-17
4057,Vani,Reddy,vani.reddy4205@yahoo.com,9052886088,Female,1982-03-01,Pune,Maharashtra,India,Silver,2023-01-27,2023-01-27,2023-01-27
4058,Khushi,Kumar,khushi.kumar2202@outlook.com,8703966644,Female,1965-12-28,Udaipur,Rajasthan,India,Bronze,2025-08-16,2025-08-16,2025-08-16
4059,Madhavi,Chatterjee,madhavi.chatterjee3186@outlook.com,8278829233,Female,1976-09-29,Madurai,Tamil Nadu,India,Bronze,2022-09-01,2022-09-01,2022-09-01
4060,Sushmita,Kumar,sushmita.kumar7906@yahoo.com,9075283586,Female,1980-12-29,Patna,Bihar,India,Bronze,2025-02-02,2025-02-02,2025-02-02
4061,Shiva,Mehta,shiva.mehta2844@gmail.com,6905783119,Male,1963-11-20,Thiruvananthapuram,Kerala,India,Bronze,2024-11-20,2024-11-20,2024-11-20
4062,Vivek,Rao,vivek.rao2317@hotmail.com,6016012707,Male,1982-03-30,Kochi,Kerala,India,Silver,2025-10-17,2025-10-17,2025-10-17
4063,Suresh,Kapoor,suresh.kapoor7635@gmail.com,9633501899,Male,2000-10-13,Kochi,Kerala,India,Silver,2023-07-13,2023-07-13,2023-07-13
4064,Mohan,Agarwal,mohan.agarwal684@gmail.com,6277074730,Male,1988-10-19,Howrah,West Bengal,India,Bronze,2026-04-14,2026-04-14,2026-04-14
4065,Sarika,Choudhary,sarika.choudhary8852@yahoo.com,9434898811,Female,1961-02-26,Patna,Bihar,India,Gold,2023-11-14,2023-11-14,2023-11-14
4066,Sai,Pandey,sai.pandey8727@gmail.com,6037817849,Male,1989-09-15,Jaipur,Rajasthan,India,Silver,2024-10-07,2024-10-07,2024-10-07
4067,Surya,Joshi,surya.joshi468@outlook.com,9428418470,Male,1991-03-07,Vijayawada,Andhra Pradesh,India,Gold,2026-05-25,2026-05-25,2026-05-25
4068,Anupama,Iyer,anupama.iyer358@hotmail.com,6966356346,Female,1965-03-27,Jaipur,Rajasthan,India,Bronze,2025-12-14,2025-12-14,2025-12-14
4069,Farah,Bhat,farah.bhat795@hotmail.com,8177578626,Female,2003-06-28,Thiruvananthapuram,Kerala,India,Bronze,2025-02-21,2025-02-21,2025-02-21
4070,Shreya,Kulkarni,shreya.kulkarni8834@gmail.com,6860770012,Female,1986-07-29,Indore,Madhya Pradesh,India,Silver,2023-03-19,2023-03-19,2023-03-19
4071,Vijay,Yadav,vijay.yadav6877@outlook.com,8790479221,Male,1976-12-09,Vadodara,Gujarat,India,Platinum,2026-03-11,2026-03-11,2026-03-11
4072,Lakshmi,Reddy,lakshmi.reddy4246@yahoo.com,7422919814,Female,1957-10-25,Indore,Madhya Pradesh,India,Platinum,2026-01-02,2026-01-02,2026-01-02
4073,Ritika,Bhat,ritika.bhat879@gmail.com,8550028055,Female,1958-07-23,Pune,Maharashtra,India,Platinum,2022-07-12,2022-07-12,2022-07-12
4074,Ganesh,Pillai,ganesh.pillai6283@outlook.com,8728404655,Male,1978-01-13,Madurai,Tamil Nadu,India,Gold,2023-02-02,2023-02-02,2023-02-02
4075,Harika,Agarwal,harika.agarwal7551@hotmail.com,8234759406,Female,1976-10-12,Vadodara,Gujarat,India,Bronze,2025-11-22,2025-11-22,2025-11-22
4076,Priya,Verma,priya.verma2651@hotmail.com,8228239391,Female,2000-03-10,Coimbatore,Tamil Nadu,India,Platinum,2023-05-10,2023-05-10,2023-05-10
4077,Sangeetha,Reddy,sangeetha.reddy9286@yahoo.com,6342184353,Female,1993-02-08,Patna,Bihar,India,Platinum,2023-02-07,2023-02-07,2023-02-07
4078,Rajesh,Chatterjee,rajesh.chatterjee5134@hotmail.com,9652676946,Male,1977-05-25,Thiruvananthapuram,Kerala,India,Bronze,2025-06-04,2025-06-04,2025-06-04
4079,Mounika,Choudhary,mounika.choudhary3073@yahoo.com,7261460795,Female,1962-10-08,Bhopal,Madhya Pradesh,India,Bronze,2023-06-18,2023-06-18,2023-06-18
4080,Madhavi,Singh,madhavi.singh797@outlook.com,7595996119,Female,1990-07-11,Salem,Tamil Nadu,India,Platinum,2023-04-05,2023-04-05,2023-04-05
4081,Yash,Yadav,yash.yadav8793@outlook.com,9668756628,Male,1990-07-24,Ranchi,Jharkhand,India,Bronze,2024-01-21,2024-01-21,2024-01-21
4082,Suresh,Mehta,suresh.mehta801@yahoo.com,7050879428,Male,1981-12-24,Kochi,Kerala,India,Bronze,2024-08-22,2024-08-22,2024-08-22
4083,Prakash,Patel,prakash.patel4154@outlook.com,7026936466,Male,1971-01-29,Mysore,Karnataka,India,Platinum,2023-07-12,2023-07-12,2023-07-12
4084,Chandana,Joshi,chandana.joshi3770@yahoo.com,8393232435,Female,1975-09-05,Pune,Maharashtra,India,Bronze,2023-09-21,2023-09-21,2023-09-21
4085,Vani,Kulkarni,vani.kulkarni9987@hotmail.com,6510435577,Female,1996-06-20,Lucknow,Uttar Pradesh,India,Platinum,2023-06-25,2023-06-25,2023-06-25
4086,Tejas,Shetty,tejas.shetty9247@outlook.com,7714355410,Male,1958-01-19,Bangalore,Karnataka,India,Silver,2024-01-24,2024-01-24,2024-01-24
4087,Pooja,Pandey,pooja.pandey357@hotmail.com,9526255695,Female,1980-11-03,Howrah,West Bengal,India,Platinum,2023-05-17,2023-05-17,2023-05-17
4088,Nazia,Joshi,nazia.joshi2481@hotmail.com,7533397212,Female,1984-12-15,Kolkata,West Bengal,India,Silver,2026-03-05,2026-03-05,2026-03-05
4089,Mounika,Das,mounika.das2478@yahoo.com,6452980497,Female,1999-02-09,Aurangabad,Maharashtra,India,Platinum,2025-08-08,2025-08-08,2025-08-08
4090,Vinay,Choudhary,vinay.choudhary2941@hotmail.com,7789240370,Male,2002-03-30,Bangalore,Karnataka,India,Bronze,2026-05-25,2026-05-25,2026-05-25
4091,Manasa,Nair,manasa.nair1287@outlook.com,7946229893,Female,1969-10-02,Bhubaneswar,Odisha,India,Platinum,2025-01-24,2025-01-24,2025-01-24
4092,Surya,Rao,surya.rao2435@yahoo.com,9132768859,Male,1985-11-06,Delhi,Delhi,India,Platinum,2025-03-27,2025-03-27,2025-03-27
4093,Satish,Choudhary,satish.choudhary6920@gmail.com,8782237802,Male,1995-12-09,Nagpur,Maharashtra,India,Platinum,2025-10-24,2025-10-24,2025-10-24
4094,Vani,Patel,vani.patel9898@yahoo.com,7573244152,Female,1961-09-04,Bhopal,Madhya Pradesh,India,Platinum,2023-02-08,2023-02-08,2023-02-08
4095,Rajesh,Pandey,rajesh.pandey894@hotmail.com,7294765487,Male,1996-04-11,Varanasi,Uttar Pradesh,India,Silver,2023-10-31,2023-10-31,2023-10-31
4096,Abhishek,Nair,abhishek.nair6066@outlook.com,9864794052,Male,1984-04-14,Kolkata,West Bengal,India,Silver,2024-06-09,2024-06-09,2024-06-09
4097,Anjali,Mehta,anjali.mehta2162@gmail.com,9386823936,Female,1958-06-19,Delhi,Delhi,India,Platinum,2024-10-23,2024-10-23,2024-10-23
4098,Tejaswini,Rao,tejaswini.rao8985@hotmail.com,9688238221,Female,1970-04-28,Vijayawada,Andhra Pradesh,India,Silver,2022-11-14,2022-11-14,2022-11-14
4099,Rekha,Bhat,rekha.bhat5610@gmail.com,9733981729,Female,1979-04-05,Kochi,Kerala,India,Gold,2025-02-19,2025-02-19,2025-02-19
4100,Faizan,Mehta,faizan.mehta1122@hotmail.com,8852745029,Male,1990-11-07,Aurangabad,Maharashtra,India,Gold,2022-11-14,2022-11-14,2022-11-14
4101,Rahul,Patel,rahul.patel3555@gmail.com,8324928042,Male,1965-03-04,Visakhapatnam,Andhra Pradesh,India,Platinum,2023-06-20,2023-06-20,2023-06-20
4102,Hina,Yadav,hina.yadav6492@outlook.com,6306433512,Female,1992-09-20,Chennai,Tamil Nadu,India,Silver,2022-12-25,2022-12-25,2022-12-25
4103,Naresh,Jain,naresh.jain5160@yahoo.com,6368563796,Male,1987-02-14,Karimnagar,Telangana,India,Silver,2024-12-14,2024-12-14,2024-12-14
